student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,productivity_score,productivity_label
S1471,24,Female,2.2,3.1,1.1,No,96.5,6.9,Fair,0,Bachelor,Poor,4,No,33.8,21.16,Low
S1472,19,Female,2.5,2.7,1.5,No,82.9,6,Poor,3,Bachelor,Average,3,No,56.1,34.66,Low
S1473,20,Male,5,2.9,2.6,No,96.2,6.7,Poor,6,High School,Average,5,No,80.6,50.36,Medium
S1474,19,Male,3,4.5,2.3,Yes,79.7,7,Fair,6,Bachelor,Good,5,No,52.6,32.76,Low
S1475,24,Male,2.9,3.8,2.1,No,79.8,6.4,Good,6,Bachelor,Good,5,Yes,52.1,32.42,Low
S1476,17,Female,2.1,2.7,1.4,No,77.4,4.3,Good,5,Master,Good,4,Yes,39.9,24.78,Low
S1477,24,Male,4.1,3.6,2.2,No,93.8,6.9,Poor,5,High School,Poor,8,No,84,52.04,Medium
S1478,17,Female,6.6,1.3,1.7,No,77.9,6.9,Good,5,High School,Good,3,Yes,97.7,61.26,High
S1479,20,Female,1.9,3,2.3,No,91.4,5.7,Good,5,Bachelor,Good,4,No,43.3,26.74,Low
S1480,20,Male,3.5,4.7,1.3,Yes,81.2,5,Good,5,None,Good,1,No,55.9,34.94,Low
S1481,22,Female,5.6,2.2,1.6,No,65.2,8.3,Good,0,Master,Poor,7,No,84.6,53,Medium
S1482,21,Male,3.4,1.5,0.7,No,79.3,7.1,Fair,1,None,Poor,1,No,67,41.56,Medium
S1483,22,Male,4.2,1.7,1.8,No,73.2,6.2,Fair,3,Bachelor,Poor,2,No,76,47.28,Medium
S1484,21,Female,1.9,1.2,0.9,No,85.3,5.1,Fair,2,Bachelor,Good,7,Yes,56.9,34.9,Low
S1485,22,Female,4.1,1.6,0.6,No,73.1,5.5,Fair,5,High School,Good,1,No,77.5,48.14,Medium
S1486,19,Female,3.2,2.1,2.1,No,94.3,8.1,Fair,0,None,Good,3,No,69.4,42.92,Medium
S1487,20,Male,5,0.8,2,No,84.1,6.7,Fair,6,Bachelor,Average,6,Yes,94.6,58.76,High
S1488,17,Male,5.3,2.5,2.7,Yes,83.2,5.8,Good,3,Bachelor,Average,6,Yes,93.4,58.16,High
S1489,21,Female,7.4,3.6,1.3,No,91.6,7.1,Good,3,High School,Good,6,Yes,100,62.96,High
S1490,24,Female,4.4,1.4,2.2,No,94.6,5.5,Good,3,Master,Good,2,Yes,63.6,39.92,Medium
S1491,21,Female,4,4.3,2.4,No,84.8,8.3,Good,0,High School,Good,2,No,53,33.4,Low
S1492,17,Male,3.8,3.1,2.3,No,77.3,8.1,Good,2,High School,Good,6,No,67.8,42.2,Medium
S1493,22,Female,3,3.7,0.9,No,67.3,5.9,Poor,5,Bachelor,Average,10,No,73.9,45.54,Medium
S1494,21,Male,4,1.7,2,No,78.1,5.7,Fair,3,High School,Good,5,No,66.5,41.5,Medium
S1495,23,Male,3.1,3.5,2.2,No,78.8,3.4,Fair,0,Master,Good,7,No,49.9,31.18,Low
S1496,19,Female,3.8,1.2,1.8,No,86.1,4.7,Good,6,High School,Average,7,No,73.9,45.86,Medium
S1497,20,Male,5.5,3.6,0,No,81.5,4.9,Fair,1,None,Average,5,No,80.3,50.38,Medium
S1498,17,Female,2,2.7,2,No,91.9,6.7,Good,6,High School,Average,8,No,71.7,43.82,Medium
S1499,20,Male,5.2,3.2,4.2,Yes,78.9,6.1,Poor,0,Bachelor,Poor,10,No,83.3,52.06,Medium
S1500,23,Male,5.5,1.1,1.4,No,84.4,4.9,Fair,0,Bachelor,Good,6,No,84.5,52.9,Medium
S1501,21,Female,3.3,1.4,1,No,96.8,6.2,Good,0,Bachelor,Poor,5,No,74.9,46.26,Medium
S1502,21,Female,0.3,3.2,2.2,No,88.4,7.1,Poor,3,None,Average,4,Yes,34,20.52,Low
S1503,24,Female,2.6,1.4,2.1,Yes,84.4,7.1,Fair,0,High School,Average,7,No,63,38.84,Medium
S1504,23,Female,5.4,3.1,3.1,No,79,4.2,Fair,1,Bachelor,Good,4,No,77.9,48.9,Medium
S1505,17,Female,3.5,0.9,0.4,No,78.7,6.3,Fair,3,None,Average,5,Yes,72.9,45.14,Medium
S1506,24,Female,2,3.5,2.6,No,76.5,4.8,Good,6,Master,Good,5,No,53.2,32.72,Low
S1507,19,Female,2.7,1,2.4,No,79.6,7.6,Fair,1,None,Poor,1,No,57.3,35.46,Medium
S1508,24,Male,4.8,3.2,1.6,No,92.6,7.4,Fair,4,Bachelor,Poor,1,Yes,76.6,47.88,Medium
S1509,18,Female,4.3,3.3,2.2,No,82.8,5.4,Poor,6,High School,Average,3,No,64.6,40.48,Medium
S1510,17,Male,3.1,1.7,2.9,Yes,71.5,5.6,Good,0,Bachelor,Average,3,Yes,51.1,31.9,Low
S1511,18,Other,2.9,3.2,2.8,No,100,5.9,Fair,5,High School,Average,2,No,63,38.96,Medium
S1512,23,Female,2.9,2.8,0.5,No,88.2,3.8,Good,5,None,Poor,2,Yes,61.6,38.12,Medium
S1513,22,Male,2.1,1.9,2.7,Yes,70.9,6.9,Good,3,High School,Good,6,No,62.5,38.34,Medium
S1514,18,Female,5.9,1.3,1.7,No,80.6,6.2,Fair,5,High School,Good,1,Yes,87.1,54.62,Medium
S1515,19,Female,3,0.1,1.9,No,86.1,7.7,Good,6,High School,Poor,6,Yes,82.5,50.7,Medium
S1516,24,Male,5.3,2.9,1.9,No,100,5.2,Good,3,Bachelor,Poor,5,Yes,80.9,50.66,Medium
S1517,22,Female,5.8,0.6,1.6,No,73.9,5.8,Fair,6,Bachelor,Good,6,No,100,62.32,High
S1518,24,Female,5,2.6,3.1,No,94.8,4.7,Poor,0,Bachelor,Good,5,No,79.6,49.76,Medium
S1519,18,Male,2.9,2.2,1.7,Yes,99,5.3,Good,2,Bachelor,Average,7,No,71.2,43.88,Medium
S1520,24,Female,4.1,3.3,0.6,Yes,78.7,5.1,Good,2,Bachelor,Good,1,No,62.7,39.26,Medium
S1521,23,Male,3.5,2.1,1.4,No,82.2,7.7,Fair,1,High School,Good,3,No,64.2,39.92,Medium
S1522,22,Female,2.1,2.1,2,No,74.6,5.7,Fair,0,High School,Good,6,Yes,44.1,27.3,Low
S1523,23,Other,4,3.4,3.2,No,83,6.6,Good,5,High School,Average,1,No,61.7,38.62,Medium
S1524,18,Female,1.7,2.9,2.5,No,84.6,6,Good,0,Bachelor,Average,7,Yes,39.9,24.62,Low
S1525,23,Male,5.3,2.9,0.9,No,91.6,5,Good,4,High School,Poor,4,No,84.1,52.58,Medium
S1526,19,Female,2.8,3.1,4.5,No,95.9,6.3,Fair,2,None,Good,3,No,40.7,25.54,Low
S1527,18,Female,3.8,0.7,2.1,No,77.5,7.2,Good,5,Bachelor,Good,10,No,81.8,50.6,Medium
S1528,18,Male,3.9,3.4,3.2,No,65.3,5.1,Fair,6,High School,Average,9,Yes,77,47.76,Medium
S1529,18,Female,3.1,3.2,1.6,No,84.8,7.5,Fair,6,Master,Good,1,No,65.7,40.66,Medium
S1530,17,Male,4.4,1.3,2.4,No,87.9,5.5,Good,2,Master,Good,8,Yes,80.9,50.3,Medium
S1531,24,Female,2.8,2.2,2.7,No,87.5,5.9,Good,0,None,Good,1,Yes,47.4,29.56,Low
S1532,17,Male,4.8,2.5,3.1,Yes,81.7,7.1,Fair,5,High School,Good,5,Yes,83,51.72,Medium
S1533,17,Male,1.5,2.3,3,No,86.2,5.7,Fair,1,High School,Good,10,No,54.2,33.12,Low
S1534,19,Male,3.7,2.9,2.8,No,100,6.5,Good,6,Bachelor,Average,8,No,82.5,50.98,Medium
S1535,22,Female,6.4,4.2,1.5,Yes,88.8,6.1,Fair,0,High School,Good,6,No,85,53.56,Medium
S1536,24,Male,2,3.8,1.2,No,81.3,6.7,Good,1,Bachelor,Good,7,Yes,40.4,25.04,Low
S1537,23,Female,2.5,0.9,2.2,Yes,80,3.6,Good,5,Bachelor,Average,8,No,58.9,36.34,Medium
S1538,21,Male,4.3,3.2,2.8,No,83.3,4.3,Poor,2,High School,Poor,6,No,67.5,42.22,Medium
S1539,18,Male,3.8,4.1,1.6,No,100,7.2,Good,4,None,Good,6,Yes,81,50.12,Medium
S1540,23,Female,4,3,3,No,83.2,7.7,Good,3,Bachelor,Average,6,Yes,74.7,46.42,Medium
S1541,18,Female,4.2,3.8,3.4,Yes,84.8,5.4,Good,2,High School,Good,5,No,67.4,42.12,Medium
S1542,19,Male,4.5,4.9,0.8,No,80.2,6.2,Good,1,Bachelor,Poor,8,No,72.2,45.12,Medium
S1543,18,Female,5.2,3.7,0.9,No,96,6.9,Good,0,High School,Poor,2,No,77.1,48.34,Medium
S1544,17,Female,4.1,2.8,1.6,No,100,7.3,Poor,6,Bachelor,Average,7,No,87.9,54.38,Medium
S1545,24,Female,3.1,3.8,2.1,No,89.5,4.1,Fair,5,Master,Average,4,Yes,54.1,33.7,Low
S1546,21,Male,4.5,2.7,1.2,Yes,85.8,5.4,Good,2,Master,Good,1,Yes,62.9,39.54,Medium
S1547,20,Male,6.3,2.5,3.3,No,85.4,6.1,Fair,6,High School,Good,5,No,95.6,59.88,High
S1548,18,Female,3.3,2.1,2.3,No,61.2,7.3,Poor,6,High School,Poor,3,No,67.1,41.58,Medium
S1549,23,Male,2,4.4,1.8,No,92.5,9.5,Good,4,Bachelor,Average,4,No,51.5,31.7,Low
S1550,17,Female,5.2,1.5,0.2,Yes,86.3,6.2,Good,5,High School,Average,7,No,97.9,60.82,High
S1551,20,Female,3.3,4.3,0.4,Yes,89.3,4.8,Poor,1,High School,Average,5,No,67,41.52,Medium
S1552,21,Female,0.2,3.1,2.1,Yes,77.9,7,Good,5,Master,Good,4,Yes,31.5,18.98,Low
S1553,20,Female,4.8,0.8,0,No,81.2,8.1,Good,5,High School,Average,1,No,88,54.72,Medium
S1554,17,Other,2.7,2.9,2.9,No,80.9,6.6,Fair,0,None,Poor,6,No,53.4,33.12,Low
S1555,24,Male,3.4,0,1.6,No,95.2,5.4,Good,3,None,Average,10,Yes,83.4,51.4,Medium
S1556,24,Female,4,3.3,5.4,No,81.2,7.6,Fair,6,Bachelor,Poor,6,No,79,49,Medium
S1557,22,Male,3.8,3.6,4.3,No,100,7.3,Poor,1,Bachelor,Poor,7,Yes,69.9,43.46,Medium
S1558,24,Male,4.6,1.8,1.6,No,89.3,5.3,Fair,0,High School,Average,1,Yes,60.1,37.9,Medium
S1559,22,Female,2.8,2.6,1.7,No,72.2,7,Fair,6,High School,Good,4,No,70.3,43.3,Medium
S1560,20,Female,4.3,4.8,2.9,Yes,83.7,7.7,Fair,3,High School,Good,9,No,79.8,49.6,Medium
S1561,19,Other,3.1,1.9,3.7,No,78.5,7.9,Good,0,Bachelor,Good,10,Yes,66.6,41.2,Medium
S1562,23,Female,4.6,1.2,0,No,63.1,6.4,Good,3,None,Average,6,No,91.7,56.86,High
S1563,23,Male,4.4,4.3,0,Yes,100,6.1,Fair,3,Master,Average,2,No,70.1,43.82,Medium
S1564,20,Male,2.1,4.9,1.1,No,92,8,Good,3,High School,Average,4,No,61.5,37.74,Medium
S1565,18,Female,5.1,2.5,2.4,No,90.3,5,Poor,0,Master,Good,6,No,79.3,49.62,Medium
S1566,18,Male,2.7,3.7,2.3,No,86.7,7,Poor,5,High School,Good,4,Yes,63.9,39.42,Medium
S1567,24,Male,4.7,4.1,3,No,71.2,4.9,Good,3,Bachelor,Poor,10,Yes,93.1,57.74,High
S1568,23,Male,4.1,1.6,0.5,No,80.2,7.8,Poor,5,High School,Poor,7,Yes,89.8,55.52,High
S1569,23,Male,6.3,1.9,0,No,93.4,6.2,Fair,6,None,Good,3,Yes,100,62.52,High
S1570,22,Male,3.2,4,2.7,No,74.5,8,Good,6,Master,Good,6,Yes,61.8,38.36,Medium
S1571,19,Male,3,4.5,0.9,No,59.7,7.1,Fair,1,Master,Good,4,Yes,51.5,32.1,Low
S1572,17,Male,3.5,3.2,0,No,82.7,5,Good,4,High School,Good,3,No,60.4,37.64,Medium
S1573,18,Male,3,1.4,2,No,83.6,8.2,Fair,5,Bachelor,Good,3,No,67.2,41.52,Medium
S1574,23,Other,4.7,4.9,2.7,No,86.4,8.4,Poor,6,Bachelor,Average,2,No,89.6,55.64,High
S1575,22,Male,1.1,1.9,1.7,No,92.3,7.6,Fair,4,Master,Good,3,Yes,48.3,29.42,Low
S1576,21,Male,1.9,2.1,1.3,No,91.4,5.6,Fair,3,High School,Good,10,No,61.7,37.78,Medium
S1577,22,Female,1.9,2.9,1.6,Yes,87.6,6.1,Fair,4,Bachelor,Good,1,Yes,44.4,27.4,Low
S1578,18,Male,4.9,4.4,1.4,Yes,97,6.7,Fair,4,High School,Average,3,No,77.2,48.28,Medium
S1579,18,Female,6.1,3.5,0.3,Yes,69.8,5.7,Good,3,High School,Average,9,Yes,100,62.44,High
S1580,22,Female,3.3,3,1,No,90,8.5,Good,5,Master,Average,4,No,73,45.12,Medium
S1581,17,Male,3.2,3.1,2.4,No,91.3,6.7,Fair,3,High School,Average,3,No,68.5,42.38,Medium
S1582,20,Male,3.6,2.6,2.2,No,72.6,3.3,Fair,1,High School,Good,8,No,61,38.04,Medium
S1583,18,Female,5.2,3.2,2,No,70,6.9,Fair,2,Bachelor,Poor,1,Yes,70.5,44.38,Medium
S1584,22,Female,2.1,0,0.7,No,77.5,6.1,Good,0,Bachelor,Average,5,No,52.5,32.34,Low
S1585,23,Male,3.9,2.1,1.6,No,78.4,6.4,Good,3,High School,Good,1,No,62.8,39.24,Medium
S1586,22,Female,5,2.8,0,Yes,92.5,6.1,Fair,3,High School,Poor,7,Yes,83.5,52.1,Medium
S1587,19,Male,4.3,1.1,2,No,78.9,7.5,Good,4,Master,Average,5,No,71.4,44.56,Medium
S1588,20,Other,3.8,3,3.4,No,76.4,7.8,Fair,1,High School,Average,2,No,61.5,38.42,Medium
S1589,21,Male,5,2.3,0.2,No,78.9,6.8,Poor,6,Bachelor,Good,1,No,75.4,47.24,Medium
S1590,17,Female,0,4.6,1.2,No,96.2,6.1,Poor,6,Bachelor,Average,7,No,42,25.2,Low
S1591,24,Female,4.5,4.4,2.2,No,85.1,6.5,Fair,4,High School,Good,1,No,64,40.2,Medium
S1592,21,Female,2.5,1.9,3.2,Yes,83.2,6.5,Fair,5,Master,Average,3,No,60.1,37.06,Medium
S1593,20,Female,0.8,2.3,1.3,Yes,83.9,5.5,Poor,3,Bachelor,Good,6,No,34.7,21.14,Low
S1594,20,Male,4.3,2.4,1,Yes,97.9,7.2,Good,3,High School,Average,6,No,88,54.52,Medium
S1595,20,Male,5.6,2,0,No,77.5,7.1,Fair,4,Bachelor,Average,7,No,100,62.24,High
S1596,21,Male,3.3,2.7,1.9,No,98.2,8.3,Fair,3,Bachelor,Poor,1,No,66.1,40.98,Medium
S1597,23,Male,4.9,1.6,4,No,87.1,8,Fair,5,Bachelor,Poor,7,No,95.5,59.26,High
S1598,20,Female,5.9,1.1,2.1,Yes,83.4,5.7,Poor,2,Master,Average,2,Yes,86.4,54.2,Medium
S1599,22,Male,5.5,3.2,1.8,No,100,7.5,Fair,0,High School,Poor,6,No,77.3,48.58,Medium
S1600,21,Male,6,3.3,2.2,No,74.4,5.4,Fair,0,High School,Average,8,Yes,90.2,56.52,High
S1601,24,Other,4.6,1.5,1.8,No,81.5,7.3,Fair,0,High School,Good,5,Yes,80.2,49.96,Medium
S1602,20,Female,3.6,3.6,0.9,No,72.7,5.9,Poor,2,None,Average,10,Yes,72.9,45.18,Medium
S1603,22,Female,1.1,1.7,2.7,No,94.5,5.3,Fair,3,None,Average,3,No,35.8,21.92,Low
S1604,23,Other,3.1,2.8,2,No,100,6.8,Poor,4,Master,Good,8,Yes,72.8,44.92,Medium
S1605,19,Male,2.2,3.5,1.8,No,100,3.3,Good,6,Bachelor,Good,8,No,67.6,41.44,Medium
S1606,23,Male,6.8,2.5,0.7,No,97.2,4.4,Good,1,Bachelor,Poor,4,No,93.1,58.58,High
S1607,24,Female,3.2,3,3.2,No,83,6.3,Poor,3,Bachelor,Average,8,Yes,57.5,35.78,Medium
S1608,20,Female,3.7,1.9,2.5,No,81.3,6.6,Fair,2,Bachelor,Good,5,Yes,61.1,38.14,Medium
S1609,24,Male,4.3,2.3,1.2,No,68.3,6.1,Poor,5,High School,Poor,5,No,77.4,48.16,Medium
S1610,21,Female,3.6,2.3,2.9,No,100,4.6,Fair,2,Master,Good,3,No,69.6,43.2,Medium
S1611,18,Male,6,1.6,1.3,No,89.7,5.5,Fair,6,High School,Poor,7,No,100,62.4,High
S1612,20,Male,2.6,2.3,0.9,No,80.1,7,Fair,0,Master,Good,9,No,69.3,42.62,Medium
S1613,18,Female,3.8,0.6,1,No,98.3,7.2,Fair,3,Bachelor,Average,9,No,85.7,52.94,Medium
S1614,22,Female,2.4,1.9,0,No,75.3,6.5,Good,6,High School,Good,1,No,53.9,33.3,Low
S1615,19,Female,1.5,2.2,2.3,No,89.1,7.9,Fair,0,Bachelor,Average,1,No,43.7,26.82,Low
S1616,17,Male,2.6,2.2,0,No,83.3,7,Fair,1,Bachelor,Good,10,No,79.3,48.62,Medium
S1617,24,Female,3.4,2.2,0.4,No,91.4,5.6,Fair,5,High School,Poor,5,No,71.3,44.14,Medium
S1618,23,Male,2.9,2.4,0,No,84.4,6.2,Good,0,Bachelor,Average,1,Yes,61.4,38,Medium
S1619,19,Male,2.5,3.1,1.7,No,70.5,4.8,Good,1,High School,Good,4,No,45.1,28.06,Low
S1620,20,Female,1.4,3.5,1.6,No,85.8,6.4,Fair,2,None,Average,1,No,39.8,24.44,Low
S1621,18,Female,3.4,1.7,1.4,No,95.5,7.8,Good,0,Master,Good,2,No,70.7,43.78,Medium
S1622,23,Female,1.2,1.1,0.7,No,84.7,7.3,Fair,0,Bachelor,Average,2,Yes,35.6,21.84,Low
S1623,18,Female,4.6,1.2,0.5,No,92.8,8.2,Good,4,Master,Good,4,No,93,57.64,High
S1624,21,Female,3.6,1.9,2.3,No,74.5,6.1,Good,5,Bachelor,Average,8,Yes,83.2,51.36,Medium
S1625,18,Female,1.3,2.1,1.2,No,84.7,8.1,Poor,5,High School,Good,2,Yes,46.6,28.48,Low
S1626,21,Male,3,1.6,2.1,No,78.8,6.3,Good,6,Bachelor,Good,9,Yes,70.8,43.68,Medium
S1627,22,Male,2.4,0.9,0.8,No,92.5,8.3,Fair,2,Bachelor,Average,9,No,78.3,47.94,Medium
S1628,23,Male,4,2,2,No,85.3,6.5,Fair,4,Master,Good,2,Yes,70.7,44.02,Medium
S1629,23,Male,5.5,2.7,3.2,Yes,91.9,7.3,Fair,6,High School,Good,1,No,82.6,51.76,Medium
S1630,17,Female,0.7,3.2,2.4,No,95.9,8.3,Good,1,Master,Average,10,Yes,50.3,30.46,Low
S1631,20,Female,3.7,1.8,1.3,No,91.9,6.3,Fair,6,Master,Good,10,No,80.9,50.02,Medium
S1632,21,Male,3.3,2,2.1,No,87.7,6.8,Poor,1,Bachelor,Poor,9,Yes,75.4,46.56,Medium
S1633,17,Male,4.5,1.4,1.5,No,75,8,Good,2,Master,Good,2,Yes,83.7,52.02,Medium
S1634,18,Female,3.8,2.5,1.8,No,85,6.3,Poor,5,High School,Average,8,No,76.8,47.6,Medium
S1635,18,Male,2.4,1.5,1.4,No,79.7,4.9,Poor,1,Master,Poor,3,No,45.8,28.44,Low
S1636,17,Female,3,3.2,1.6,No,81.6,9.1,Fair,2,Bachelor,Average,1,Yes,58.4,36.24,Medium
S1637,23,Female,2.3,0.4,2,No,81.3,5.9,Fair,6,None,Good,1,Yes,70.3,43.1,Medium
S1638,18,Female,5.1,2.1,0.7,Yes,75.2,6.7,Fair,1,Master,Good,10,Yes,99.4,61.68,High
S1639,24,Female,3.5,2.9,0.7,No,65.4,7.9,Poor,3,High School,Good,2,No,62.9,39.14,Medium
S1640,22,Female,6.4,2.7,0.3,Yes,78.3,5.8,Good,0,High School,Average,7,No,98,61.36,High
S1641,22,Male,3.4,5.7,0,No,86.9,5.3,Good,6,Bachelor,Poor,6,No,74.7,46.18,Medium
S1642,24,Female,2.4,2.9,0.5,No,71.5,6.8,Fair,5,High School,Good,2,Yes,50.4,31.2,Low
S1643,17,Female,1.2,1.3,2,No,85.2,4.3,Fair,6,High School,Good,4,No,49.4,30.12,Low
S1644,24,Male,0.8,2.4,0.8,No,100,6.2,Fair,3,Bachelor,Average,2,Yes,35.3,21.5,Low
S1645,21,Female,1.1,0.4,2.4,Yes,95.2,6.8,Good,2,None,Average,1,Yes,46.3,28.22,Low
S1646,21,Female,3.9,2.4,1.8,No,100,6.2,Poor,2,High School,Average,3,No,68.4,42.6,Medium
S1647,17,Female,4.3,1.5,0,No,88.9,4.6,Poor,6,None,Average,4,No,84.2,52.24,Medium
S1648,24,Female,1.1,3.6,2.5,No,96.7,8.4,Good,3,High School,Good,10,Yes,54.6,33.2,Low
S1649,21,Female,4.8,1.8,2.7,No,77.8,6.6,Fair,6,Bachelor,Average,5,No,88,54.72,Medium
S1650,23,Female,2.8,2.4,0.7,No,78.6,8.2,Fair,0,Bachelor,Good,5,No,61.5,38.02,Medium
S1651,24,Female,3.7,1.7,2.3,Yes,57.6,6.2,Good,0,Master,Average,7,No,75.7,46.9,Medium
S1652,23,Female,5.9,4.6,0.9,No,96.9,5.4,Good,4,Bachelor,Average,10,No,100,62.36,High
S1653,21,Female,4.8,2.1,1.9,No,100,6.8,Fair,1,High School,Good,8,No,82.6,51.48,Medium
S1654,22,Female,3.1,4.7,0.4,No,79.5,6.2,Good,4,Master,Good,9,No,71.5,44.14,Medium
S1655,21,Female,2.2,3.5,0,No,82.5,5.1,Poor,0,Bachelor,Average,7,No,57.6,35.44,Medium
S1656,23,Male,0.3,3.1,1.4,Yes,77.5,8.3,Good,3,Bachelor,Good,5,No,36.1,21.78,Low
S1657,19,Female,2.4,2.9,1.7,No,88.8,5.8,Fair,1,Bachelor,Average,9,Yes,67.4,41.4,Medium
S1658,20,Female,3.2,3,1.4,Yes,96.2,4.3,Good,3,Master,Good,8,No,74.8,46.16,Medium
S1659,18,Male,2,0.2,0.5,No,67.6,8.1,Good,4,Bachelor,Average,10,Yes,73.6,44.96,Medium
S1660,24,Female,3.3,2.2,1.4,No,89.1,5.9,Good,2,High School,Good,9,Yes,79.5,49.02,Medium
S1661,19,Male,3.6,3.5,2.1,No,82.2,5.8,Good,3,Bachelor,Poor,10,No,62.5,38.94,Medium
S1662,21,Male,3.2,2.4,1.8,No,86.1,4.4,Fair,4,None,Average,8,Yes,76.3,47.06,Medium
S1663,22,Female,2.5,0.8,2,No,89.6,8.6,Fair,4,High School,Good,6,No,75.6,46.36,Medium
S1664,17,Male,3.8,2.4,1.1,No,83.1,5,Fair,4,High School,Good,4,No,64.4,40.16,Medium
S1665,21,Female,4.2,4.5,3.1,No,84,6.6,Good,2,High School,Average,9,No,75.3,46.86,Medium
S1666,22,Female,1.9,4,0.5,Yes,82.9,7.6,Good,2,None,Average,9,Yes,50.4,31,Low
S1667,20,Female,5.6,2.4,2.3,No,94.7,7,Fair,6,High School,Average,10,Yes,100,62.24,High
S1668,21,Male,3.4,3.6,3.1,No,89.2,6.4,Good,2,Bachelor,Good,10,No,76.4,47.2,Medium
S1669,23,Male,3.5,2.1,2.3,No,87.2,4.5,Good,1,Bachelor,Good,9,No,69.9,43.34,Medium
S1670,17,Female,4.6,0.5,1.6,No,72.3,5.5,Good,2,Master,Good,10,Yes,88.9,55.18,High
S1671,22,Other,3.8,1.4,1.2,No,81.2,6.7,Good,2,High School,Average,3,Yes,70.4,43.76,Medium
S1672,22,Female,4.9,4.4,2.9,No,94,5.6,Fair,2,Bachelor,Good,3,No,69.4,43.6,Medium
S1673,22,Male,3.9,2.2,0.2,No,85.4,6.7,Poor,3,Master,Average,6,Yes,84.9,52.5,Medium
S1674,20,Female,2.6,2.2,0.7,No,91.6,7.3,Poor,2,High School,Poor,6,No,63.6,39.2,Medium
S1675,21,Female,4,2.1,1.4,No,100,7.7,Fair,1,Bachelor,Good,6,No,82.2,50.92,Medium
S1676,20,Female,1.8,4.8,3.2,No,95.4,5,Good,4,Bachelor,Good,5,No,37.4,23.16,Low
S1677,24,Male,3.7,4.5,2.2,No,85.9,9.1,Good,3,None,Good,5,No,73.8,45.76,Medium
S1678,18,Female,3.5,5.2,0.7,Yes,79.9,7.4,Good,0,Master,Good,2,Yes,53.4,33.44,Low
S1679,18,Female,3.2,2.3,1.5,No,59.5,6.5,Good,2,Bachelor,Good,7,No,64.2,39.8,Medium
S1680,24,Other,3.3,2.9,1.1,No,83.3,7.8,Poor,6,None,Good,4,No,70.4,43.56,Medium
S1681,21,Male,0.7,0.7,1,No,81.7,9.3,Poor,6,None,Average,3,No,51.5,31.18,Low
S1682,23,Female,2.7,4.3,2.9,No,88.9,4.8,Poor,4,None,Average,8,No,53.4,33.12,Low
S1683,20,Female,3.6,1.1,0.3,Yes,83.5,6.2,Fair,4,High School,Good,4,No,77.2,47.76,Medium
S1684,17,Male,3.7,2.8,3.6,No,81.8,3.6,Fair,3,Bachelor,Good,4,Yes,59.8,37.36,Medium
S1685,22,Female,2,1.2,2.7,No,67.2,6.7,Poor,6,Bachelor,Average,8,No,55.4,34.04,Low
S1686,22,Female,5.4,1.8,3,Yes,75.6,6.9,Fair,0,High School,Average,1,No,69.9,44.1,Medium
S1687,21,Male,2.2,1.5,1.3,Yes,89.8,6.5,Poor,5,Master,Average,9,No,71.6,43.84,Medium
S1688,23,Male,5,1.8,1.6,No,100,5.7,Good,6,High School,Poor,7,No,92.9,57.74,High
S1689,18,Female,4.1,1.9,0.2,No,84,4,Fair,6,None,Good,2,No,72.4,45.08,Medium
S1690,18,Male,2.5,1.8,1.2,Yes,88.3,6.9,Fair,1,High School,Average,6,No,70.5,43.3,Medium
S1691,22,Female,6.2,3.5,2.3,No,94.5,8.2,Fair,5,Bachelor,Good,8,No,100,62.48,High
S1692,21,Male,1.7,1.2,3.2,No,76.9,5.8,Good,4,High School,Average,5,Yes,37.4,23.12,Low
S1693,20,Female,4.9,2.8,0.6,No,88.7,7,Fair,5,High School,Average,6,No,88.7,55.18,High
S1694,18,Male,5,4,1.4,No,77.6,4.6,Fair,6,High School,Poor,10,No,88.6,55.16,High
S1695,20,Female,2.5,1.9,1.6,No,93.6,7,Good,4,Bachelor,Good,8,No,68.5,42.1,Medium
S1696,23,Other,5.6,1.6,0.3,No,86.5,6,Fair,5,Master,Good,6,No,100,62.24,High
S1697,18,Other,3.1,2.2,2.5,No,88,5.6,Good,4,High School,Good,9,No,66.9,41.38,Medium
S1698,18,Female,3.9,3.9,1,No,77.2,5.6,Fair,4,High School,Poor,9,No,71.5,44.46,Medium
S1699,19,Male,3.9,2.7,1.6,No,92.1,6,Fair,3,Bachelor,Average,9,No,77.8,48.24,Medium
S1700,18,Female,3.3,1.9,1.3,No,100,7,Poor,0,Bachelor,Poor,6,Yes,67.7,41.94,Medium
S1701,24,Male,4.7,3.1,0.9,No,74.9,4.9,Good,4,High School,Average,9,Yes,96.4,59.72,High
S1702,17,Male,4.7,1.2,1.8,No,81.6,6,Fair,1,Master,Good,3,No,83.1,51.74,Medium
S1703,24,Male,0.9,3.3,1.6,Yes,87.3,6.5,Poor,6,Bachelor,Good,5,No,37.9,23.1,Low
S1704,21,Female,5.5,3,1.4,No,92.9,5.2,Fair,6,High School,Good,2,Yes,76.3,47.98,Medium
S1705,21,Female,1,2.1,1,No,79.4,8.7,Fair,1,Bachelor,Average,8,Yes,52.6,31.96,Low
S1706,20,Female,5,1.5,2.2,No,56.7,5.5,Poor,2,Master,Average,4,No,83.6,52.16,Medium
